52.89794,0.022989739,1.9979945
53.750526,0.19291429,2.026954
53.803116,0.36183926,2.0289137
72.60066,1.2964664,2.6647117
72.118256,1.5133761,2.6476634
74.476845,1.7982639,2.727603
73.26744,1.9991788,2.6875577
72.11002,2.193096,2.6485138
72.97862,2.449993,2.6774588
72.93621,2.677899,2.6764092
63.744846,11.159308,2.395612
63.786648,11.270264,2.3975906
64.39726,11.587144,2.4195318
64.33087,11.784061,2.4184935
63.839485,11.901006,2.403468
63.340088,12.01395,2.3874435
63.1997,12.192874,2.383408
63.20531,12.400789,2.385368
63.40912,12.543735,2.3933418
55.589634,11.176146,2.1245577
55.571243,11.35407,2.1255226
55.56485,11.534993,2.126487
55.435463,11.689925,2.1234558
55.414074,11.867849,2.123421
55.49888,11.976806,2.1274006
67.50267,14.7949,2.5439425
66.00927,14.683916,2.4939554
65.07387,14.690895,2.462949
65.00949,14.890814,2.461912
43.443737,10.088302,1.7156707
43.27834,10.193249,1.7116474
43.214146,10.249221,1.7096353
43.02975,10.349171,1.7046129
42.29134,10.312163,1.6796123
42.539955,10.51408,1.689574
42.27556,10.590037,1.6815556
42.27117,10.729974,1.6825272
60.29015,15.51446,2.3117723
59.33094,15.367496,2.279793
43.317825,11.505664,1.7233844
56.545734,15.215488,2.1868026
55.68933,15.1724825,2.1588044
42.232628,11.644563,1.6893451
55.041553,15.368385,2.1397648
54.98236,15.445352,2.1377506
55.02598,15.644272,2.1417155
30.422977,8.744399,1.2787695
30.354582,8.828354,1.2767497
33.35326,9.816028,1.383592
33.296864,9.913978,1.3825705
54.982273,16.475931,2.1475692
32.128242,9.731006,1.3435886
31.810843,9.743982,1.3325802
31.77545,9.841933,1.332559
30.653023,9.599988,1.294589
30.597626,9.688942,1.2935691
36.414215,11.723285,1.5012546
36.053818,11.732263,1.4902476
43.28267,14.238471,1.7478684
42.799267,14.228456,1.7328651
42.252865,14.194448,1.7148656
41.72346,14.16244,1.6968656
41.19406,14.127433,1.679866
40.74285,14.044449,1.6648757
40.27145,14.0234375,1.6498742
32.89479,11.568174,1.3872294
39.309647,13.966419,1.6178732
38.94225,13.973399,1.6068674
38.530846,13.963385,1.592864
38.11664,13.880402,1.5788739
37.69524,13.861389,1.565872
37.272835,13.839377,1.5518703
36.871433,13.822366,1.5388682
36.46303,13.800355,1.5258667
36.08063,13.785341,1.5138642
35.684227,13.762331,1.5008627
35.340023,13.693342,1.4888704
34.95062,13.669332,1.4768691
34.566216,13.644322,1.463868
34.255817,13.646304,1.4548631
33.99942,13.66828,1.4468554
33.765022,13.698253,1.4398465
33.55663,13.736224,1.4338367
32.836403,13.502286,1.4078672
32.524998,13.494271,1.3988636
32.2116,13.482257,1.3888607
31.890198,13.466244,1.3778584
31.575798,13.450232,1.367856
31.257395,13.43122,1.357854
30.973185,13.36723,1.3488606
30.65578,13.34522,1.337859
30.50039,13.391188,1.3338482
30.479,13.497139,1.3348292
30.224604,13.498121,1.3268245
29.950201,13.489107,1.3188213
29.348782,13.329138,1.2978386
29.003565,13.228159,1.2858499
28.747166,13.220144,1.2778466
28.483763,13.208131,1.2698436
28.221363,13.194118,1.260841
27.97096,13.185103,1.2538377
27.726559,13.177088,1.2458342
27.46716,13.159077,1.2378323
27.251951,13.109083,1.2308366
27.02955,13.107066,1.2238324
18.6386,9.110238,0.90935546
18.5732,9.151207,0.908344
18.536804,9.206173,0.9083306
18.536415,9.278134,0.9093152
26.280764,13.20796,1.2027993
26.057362,13.198946,1.1957961
17.786371,9.080147,0.88332576
17.716974,9.115118,0.8823152
17.682577,9.168084,0.88230234
17.69719,9.246043,0.88328636
18.192827,9.578927,0.90323776
18.24164,9.640901,0.90622693
18.560266,9.8848095,0.91919005
18.573875,9.967768,0.9211739
23.845917,12.892892,1.1247987
23.680517,12.899873,1.1197935
23.674131,12.99383,1.1207772
23.630743,13.066792,1.120764
17.495028,9.710763,0.88518095
17.435627,9.750733,0.88417023
17.38323,9.793704,0.8831592
17.378843,9.862666,0.88414526
23.628014,13.506589,1.1276913
23.600628,13.589549,1.1286771
23.627436,13.655521,1.1306671
23.60105,13.73948,1.1316531
23.565664,13.818441,1.1316397
23.525276,13.895403,1.1316267
23.520895,13.992359,1.1336114
23.51551,14.090315,1.1345961
23.42512,14.136286,1.1325871
23.473934,14.216255,1.1355759
23.558561,14.369195,1.1405542
23.538177,14.459153,1.1415402
23.494795,14.534117,1.141528
23.485407,14.632073,1.1435132
23.459026,14.718033,1.1445
23.50065,14.8479805,1.1474818
23.49546,14.895959,1.1484747
23.48708,14.994916,1.1504604
23.507702,15.112866,1.1524438
23.470316,15.193828,1.1534315
23.446936,15.283788,1.1544185
23.458559,15.396741,1.1564028
